정책ID,정책서비스ID,서비스명,태그-신청절차,태그-지원유형,태그-지역(시도),태그-지역(시군구),태그-기업규모,태그-업종(대분류),태그-업력(시작),태그-업력(종료)
10815,489000000390,산림자원조사단 지원(공공산림자원조사),오프라인,기타,전라남도,보성군,무관,"농업, 임업 및 어업/전문, 과학 및 기술 서비스업/사업시설 관리, 사업 지원 및 임대 서비스업/공공 행정, 국방 및 사회보장 행정/교육 서비스업",0.0,0.0
10816,489000000496,축사시설 현대화 지원,오프라인,"현금,현물",전라남도,보성군,무관,"농업, 임업 및 어업",0.0,0.0
10817,489000000307,가축분뇨처리지원,오프라인,"현금,현물",전라남도,보성군,중소기업/소상공인,"농업, 임업 및 어업/전기, 가스, 증기 및 공기 조절 공급업/수도, 하수 및 폐기물 처리, 원료 재생업/전문, 과학 및 기술 서비스업",0.0,0.0
10818,489000000498,축산물 직거래 활성화 지원,오프라인,정보제공,전라남도,보성군,중소기업/소상공인,"농업, 임업 및 어업/제조업/도매 및 소매업/전문, 과학 및 기술 서비스업",0.0,0.0
10819,501000000261,들녘 경영체 육성 지원,온라인,"현금,현물",전라남도,신안군,무관,"농업, 임업 및 어업/제조업/도매 및 소매업/전문, 과학 및 기술 서비스업/교육 서비스업",0.0,0.0
10820,501000000376,지방세 모범납부자 우대 및 지원,오프라인,기타,전라남도,신안군,무관,무관,0.0,0.0
10822,501000000194,6차산업 자금 융자 지원,오프라인,"현금,현물",전라남도,신안군,무관,"농업, 임업 및 어업/제조업/도매 및 소매업/전문, 과학 및 기술 서비스업",0.0,0.0
10823,489000000455,자활 근로 지원,오프라인,정보제공,전라남도,보성군,무관,"전문, 과학 및 기술 서비스업/사업시설 관리, 사업 지원 및 임대 서비스업/교육 서비스업",0.0,0.0
10824,489000000503,친환경농업 직불금 지급,오프라인,"현금,현물",전라남도,보성군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
10825,489000000504,친환경농업인 유기농업 자재 등 지원,오프라인,"현금,현물",전라남도,보성군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
10826,489000000325,곤충사육시설 및 기자재 지원,오프라인,"현금,현물",전라남도,보성군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
10827,482000000560,특용작물생산시설 현대화 지원,오프라인,"현금,현물",전라남도,순천시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
10828,482000000562,풍수해보험료 지원,오프라인,"현금,현물",전라남도,순천시,무관,"농업, 임업 및 어업",0.0,0.0
10829,501000000281,산림복합경영단지 조성 지원,오프라인,"현금,현물",전라남도,신안군,무관,"농업, 임업 및 어업",0.0,0.0
10830,501000000317,어선 폐선을 통한 어업인 퇴직 지원(연근해 어선 감척),오프라인,"현금,현물/민원,상담,법률",전라남도,신안군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
10831,497000000624,풍수해보험료 지원,오프라인,"현금,현물",전라남도,영광군,무관,"농업, 임업 및 어업",0.0,0.0
10832,497000000523,식품소재 및 반가공산업 육성 지원,오프라인,"현금,현물",전라남도,영광군,중소기업/소상공인,"농업, 임업 및 어업/제조업/전문, 과학 및 기술 서비스업",0.0,0.0
10833,481000000378,가축분뇨처리지원,오프라인,"현금,현물",전라남도,여수시,중소기업/소상공인,"농업, 임업 및 어업/전기, 가스, 증기 및 공기 조절 공급업/수도, 하수 및 폐기물 처리, 원료 재생업/전문, 과학 및 기술 서비스업",0.0,0.0
10834,481000000517,연근해 노후어선 현대화 지원,오프라인,"현금,현물",전라남도,여수시,무관,"농업, 임업 및 어업",0.0,0.0
10835,481000000519,예방백신 지원,오프라인,"현금,현물",전라남도,여수시,무관,"농업, 임업 및 어업",0.0,0.0
10836,497000000544,우량송아지생산비육시설 지원,오프라인,기타,전라남도,영광군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
10837,497000000545,우수 후계농업경영인 추가 지원,오프라인,"현금,현물",전라남도,영광군,무관,"농업, 임업 및 어업",0.0,0.0
10838,497000000592,지방세 모범납부자 우대 및 지원,오프라인,기타,전라남도,영광군,무관,무관,0.0,0.0
10839,481000000386,경관보전 비용 지원,오프라인,기타,전라남도,여수시,무관,"농업, 임업 및 어업",0.0,0.0
10840,481000000521,우량송아지생산비육시설 지원,오프라인,기타,전라남도,여수시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
10841,481000000522,우수 후계농업경영인 추가 지원,오프라인,"현금,현물",전라남도,여수시,무관,"농업, 임업 및 어업",0.0,0.0
10842,481000000614,환경친화형 배합사료 사용 지원(시범지역),오프라인,기타,전라남도,여수시,무관,"농업, 임업 및 어업",0.0,0.0
10843,481000000393,고추 비가림 재배 시설 지원,오프라인,"현금,현물",전라남도,여수시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
10844,481000000396,곤충사육시설 및 기자재 지원,오프라인,기타,전라남도,여수시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
10845,481000000444,들녘경영체 육성 지원,온라인,"현금,현물",전라남도,여수시,무관,"농업, 임업 및 어업/제조업/도매 및 소매업/전문, 과학 및 기술 서비스업/교육 서비스업",0.0,0.0
10846,481000000524,유망 예비 농업인 및 우수 농업경영인 대상 창업 자금등 융자 지원(후계농업경영인 육성),오프라인,"현금,현물",전라남도,여수시,무관,"농업, 임업 및 어업",0.0,0.0
10847,481000000484,수산물 산지 가공시설 설치 지원(생활),오프라인,기타,전라남도,여수시,중소기업/소상공인,"농업, 임업 및 어업/제조업/전기, 가스, 증기 및 공기 조절 공급업",0.0,0.0
10848,481000000485,수산물 처리 저장시설 설치 지원(생활),오프라인,기타,전라남도,여수시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
10849,497000000547,유망 예비 농업인 및 우수 농업경영인 대상 창업 자금 등 융자 지원(후계농업경영인 육성),오프라인,"현금,현물",전라남도,영광군,무관,"농업, 임업 및 어업",0.0,0.0
10851,497000000467,농어촌진흥기금 융자 지원,오프라인,"현금,현물",전라남도,영광군,무관,"농업, 임업 및 어업/제조업",0.0,0.0
10852,497000000436,고추 비 가림 재배 시설 지원,오프라인,"현금,현물",전라남도,영광군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
10854,481000000401,구제역 백신 접종비 지원,오프라인,"현금,현물",전라남도,여수시,무관,"농업, 임업 및 어업",0.0,0.0
10855,481000000573,지방세 모범납부자 우대 및 지원,오프라인,기타,전라남도,여수시,무관,무관,0.0,0.0
10856,481000000544,자활 근로 지원,오프라인,정보제공,전라남도,여수시,무관,"전문, 과학 및 기술 서비스업/사업시설 관리, 사업 지원 및 임대 서비스업/교육 서비스업",0.0,0.0
10857,497000000633,히트 펌프 설치 지원(친환경 에너지 보급 사업),오프라인,기타,전라남도,영광군,중소기업/소상공인,"농업, 임업 및 어업/전기, 가스, 증기 및 공기 조절 공급업/건설업",0.0,0.0
10859,481000000577,지역산업 맞춤형 일자리 창출 지원,복합,정보제공,전라남도,여수시,무관,"사업시설 관리, 사업 지원 및 임대 서비스업/공공 행정, 국방 및 사회보장 행정",0.0,0.0
10860,497000000542,예방백신 지원,오프라인,"현금,현물",전라남도,영광군,무관,"농업, 임업 및 어업",0.0,0.0
10861,497000000468,농업경영컨설팅 지원,오프라인,"현금,현물",전라남도,영광군,중소기업/소상공인,"농업, 임업 및 어업/전문, 과학 및 기술 서비스업/교육 서비스업",0.0,0.0
10862,481000000581,청년농산업창업 지원,오프라인,"현금,현물",전라남도,여수시,무관,"농업, 임업 및 어업",0.0,0.0
10863,497000000567,자활 근로 지원,오프라인,"현금,현물/정보제공",전라남도,영광군,무관,"전문, 과학 및 기술 서비스업/사업시설 관리, 사업 지원 및 임대 서비스업/교육 서비스업",0.0,0.0
10864,497000000596,지역산업 맞춤형 일자리 창출 지원,복합,정보제공,전라남도,영광군,무관,"사업시설 관리, 사업 지원 및 임대 서비스업/공공 행정, 국방 및 사회보장 행정/교육 서비스업",0.0,0.0
10865,497000000413,6차산업 자금 융자 지원,오프라인,"현금,현물",전라남도,영광군,무관,"농업, 임업 및 어업/제조업/도매 및 소매업/전문, 과학 및 기술 서비스업",0.0,0.0
10866,497000000443,구제역 백신 접종비 지원,오프라인,"현금,현물",전라남도,영광군,무관,"농업, 임업 및 어업",0.0,0.0
10867,497000000515,수산물 산지 가공시설 설치 지원(생활),오프라인,기타,전라남도,영광군,중소기업/소상공인,"농업, 임업 및 어업/제조업/전기, 가스, 증기 및 공기 조절 공급업",0.0,0.0
10869,481000000569,주산지 GAP 안전성 분석 지원,오프라인,"현금,현물",전라남도,여수시,중소기업/소상공인,"농업, 임업 및 어업/전문, 과학 및 기술 서비스업",0.0,0.0
10871,497000000415,FTA 피해 보전 직불금 지원,오프라인,"현금,현물",전라남도,영광군,무관,"농업, 임업 및 어업/도매 및 소매업",0.0,0.0
10872,481000000417,녹색축산육성기금 융자 지원,오프라인,"현금,현물",전라남도,여수시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
10873,481000000462,산림경영계획 작성 지원,오프라인,"현금,현물",전라남도,여수시,중소기업/소상공인,"농업, 임업 및 어업/광업/제조업",0.0,0.0
10874,481000000593,축사시설 현대화 지원,오프라인,"현금,현물",전라남도,여수시,무관,"농업, 임업 및 어업",0.0,0.0
10875,497000000599,천일염 생산시설 자동화 지원,오프라인,"현금,현물",전라남도,영광군,중소기업/소상공인,"농업, 임업 및 어업/수도, 하수 및 폐기물 처리, 원료 재생업",0.0,0.0
10876,481000000419,농가경영개선 실천교육 및 맞춤형 컨설팅 등 지원(강소농육성사업),오프라인,"교육,용역",전라남도,여수시,무관,"농업, 임업 및 어업/제조업/전문, 과학 및 기술 서비스업/교육 서비스업",0.0,0.0
10877,481000000420,다목적 소형 농기계 지원,복합,"현금,현물",전라남도,여수시,무관,"농업, 임업 및 어업",0.0,0.0
10878,481000000464,산림복합경영단지 조성사업 지원,오프라인,"현금,현물",전라남도,여수시,무관,"농업, 임업 및 어업",0.0,0.0
10879,481000000594,축산물 HACCP컨설팅 자금 지원,오프라인,기타,전라남도,여수시,중소기업/소상공인,"농업, 임업 및 어업/제조업/도매 및 소매업/전문, 과학 및 기술 서비스업",0.0,0.0
10880,481000000595,축산물 직거래 활성화 지원,오프라인,정보제공,전라남도,여수시,중소기업/소상공인,"농업, 임업 및 어업/제조업/도매 및 소매업",0.0,0.0
10881,497000000600,천일염 포장재 지원,오프라인,기타,전라남도,영광군,무관,"농업, 임업 및 어업",0.0,0.0
10882,497000000614,축산물 직거래 활성화 지원,오프라인,정보제공,전라남도,영광군,중소기업/소상공인,"농업, 임업 및 어업/제조업/도매 및 소매업",0.0,0.0
10884,497000000472,농촌 자원 복합산업화지원,오프라인,"현금,현물",전라남도,영광군,중소기업/소상공인,"농업, 임업 및 어업/제조업/도매 및 소매업/전문, 과학 및 기술 서비스업/예술, 스포츠 및 여가관련 서비스업",0.0,0.0
10885,481000000363,2018년 농산물공동출하확대 지원(공동선별비),오프라인,"현금,현물",전라남도,여수시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
10886,481000000364,2018년 농산물마케팅 지원(농산물마케팅지원사업),복합,"교육,용역",전라남도,여수시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
10887,481000000422,농산물 소형 저온저장고 설치 지원,오프라인,기타,전라남도,여수시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
10888,481000000423,농산물 우수관리 시설 보완 지원,오프라인,"현금,현물",전라남도,여수시,중소기업/소상공인,"농업, 임업 및 어업/광업/제조업/도매 및 소매업/운수 및 창고업/전문, 과학 및 기술 서비스업/사업시설 관리, 사업 지원 및 임대 서비스업",0.0,0.0
10889,481000000424,농산물 우수관리제도GAP 인증신청 수수료 지원,오프라인,기타,전라남도,여수시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
10890,481000000428,농어촌진흥기금 융자 지원,오프라인,"현금,현물",전라남도,여수시,무관,"농업, 임업 및 어업/제조업",0.0,0.0
10891,481000000429,농업경영컨설팅 지원,오프라인,"현금,현물",전라남도,여수시,중소기업/소상공인,"농업, 임업 및 어업/전문, 과학 및 기술 서비스업/교육 서비스업",0.0,0.0
10892,481000000600,친환경농업 직불금 지급,복합,"현금,현물",전라남도,여수시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
10893,481000000367,FTA 피해 보전 직불금 지원,오프라인,"현금,현물",전라남도,여수시,무관,"농업, 임업 및 어업/도매 및 소매업",0.0,0.0
10894,481000000601,친환경농업인 유기농업 자재 등 지원,오프라인,"현금,현물",전라남도,여수시,중소기업/소상공인,"농업, 임업 및 어업/공공 행정, 국방 및 사회보장 행정",0.0,0.0
10895,481000000603,특용작물생산시설 현대화 지원,오프라인,"현금,현물",전라남도,여수시,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
10896,481000000495,식품소재 및 반가공산업 육성 지원,오프라인,"현금,현물",전라남도,여수시,중소기업/소상공인,"농업, 임업 및 어업/제조업/전문, 과학 및 기술 서비스업",0.0,0.0
10897,497000000622,특용작물생산시설 현대화 지원,오프라인,"현금,현물",전라남도,영광군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
10898,497000000459,농가경영개선 실천교육 및 맞춤형 컨설팅 등 지원(강소농육성사업),오프라인,"교육,용역",전라남도,영광군,무관,"농업, 임업 및 어업/제조업/전문, 과학 및 기술 서비스업/교육 서비스업",0.0,0.0
10899,497000000460,농기계 임대 서비스 제공,복합,"현금,현물",전라남도,영광군,중소기업/소상공인,"농업, 임업 및 어업",0.0,0.0
